"id","blog","category","markdown"
5615,"WN377","Programming","Sven Geggus [wonders](https://lists.openstreetmap.org/pipermail/dev/2017-October/030010.html) if the new PostgreSQL 10.0 combined with PostGIS 2.4 brings advantages for an osm2pgsql database. The gain is less for the standard use case, but the increased parallel processing abilities will be beneficial if the database will be used for further analysis."
7572,"WN422","Maps","Christoph Hormann highlights in a [diary entry](https://www.openstreetmap.org/user/imagico/diary/44711) the stricter rendering of areas that now happens following an upgrade of osm2pgsql. The changes enforce higher standards of QA for mappers, and make life for data consumers easier. Although the change is not limited to multipolygons, the most prominent objects which disappeared from the map were multipolygons. Many of these have already been fixed.
For technical details of the changes refer to the post."
7720,"WN425","Mapping","Harry Wood [re-iterates](https://www.openstreetmap.org/user/Harry%20Wood/diary/44900) Christoph Hormann's call to double check multipolygons. As reported osm2pgsql is repairing fewer errors than it did before it was updated. Now errors are just rejected: leading to gaps on the map."
10139,"WN476","Releases","Sarah Hoffmann [announced](https://lists.openstreetmap.org/pipermail/dev/2019-August/030720.html) a new release of [osm2pgsql](https://wiki.openstreetmap.org/wiki/Osm2pgsql). The new version (1.0.0) drops support for old-style multipolygons and has received major functionality improvements."
11748,"WN511","Programming","Jochen Topf is [working](https://blog.jochentopf.com/2020-04-30-paying-off-technical-debt-in-osm2pgsql.html) on cleaning up the code in Osm2pgsql. This software is used to import OSM data into a PostgreSQL database. Over time it has became bloated which makes it difficult to add new features. This is very important work and he is glad he found Andy Allan, of Thunderforest, and Frederik Ramm, of Geofabrik, prepared to help fund it."
11796,"WN512","Programming","Jochen Topf continues his blog posts about osm2pgsql. [Last month](https://blog.jochentopf.com/2020-04-30-paying-off-technical-debt-in-osm2pgsql.html) he wrote about the technical details and changes he made to reduce the ['technical debt'](https://en.wikipedia.org/wiki/Technical_debt) in the code. He [now continues](https://blog.jochentopf.com/2020-05-10-new-flex-output-in-osm2pgsql.html) with a blog post about his work on adding 'flex output', an output option for osm2pgsql which allows the user to specify the handling, transformation and database storage options for each OSM object."
11823,"WN513","Software","[1] The French company Magellium [announced](https://lists.openstreetmap.org/pipermail/talk-fr/2020-May/099147.html) (automatic [translation](https://translate.google.com/translate?sl=auto&tl=EN&u=https://lists.openstreetmap.org/pipermail/talk-fr/2020-May/099147.html)) on talk-fr a new ['Tracking changes'](https://magosm.magellium.com/portail/#/changements) ![(fr)](https://blog.openstreetmap.de/wp-uploads/2016/12/fr.svg) web portal for the magOSM project. About twenty themes are available, covering metropolitan France for the past 30 days. On the database side it uses PGSQL triggers on osm2pgsql tables to detect and store changes before analysing them. The source code is [published](https://github.com/Magellium/magosm_db) under a free licence."
11857,"WN513","Maps","Jochen Topf's recent release of the osm2pgsql flex backend has been discussed [generally](https://pavie.info/2020/03/09/openstreetmap-data-processing-osm2pgsql-flex/) by Adrien Pavie, and [very specifically](https://www.grulic.org.ar/~mdione/glob/posts/bus-routes-with-osm2pgsql-flex-backend/) by Styxman, who is interested in rendering bus routes."
12128,"WN519","Software","Sarah Hoffmann [announced](https://lists.openstreetmap.org/pipermail/dev/2020-June/030956.html) the release of osm2pgsql version 1.2.2. This is a bugfix release which updates the bundled libosmium only. It fixes an issue where osm2pgsql updates stalled on a large multipolygon [relation](https://overpass-turbo.eu/s/VIi)."
12132,"WN519","Software","Release of [Nominatim version 3.5.1](https://github.com/osm-search/Nominatim/releases/tag/v3.5.1) has bug fixes for two important issues with osm2pgsql (see osm2pgsql new release above): 
  osm2pgsql might get stuck during updates when running with Postgresql 12;
  osm2pgsql might hang when processing extremely complex multipolygons."
12316,"WN523","Releases","Sarah Hoffmann [announced](https://lists.openstreetmap.org/pipermail/dev/2020-July/030969.html) release 1.3.0 of osm2pgsql with the addition of the (still experimental) new flex output. Jochen Topf, the main contributor for this release, [explained](https://blog.jochentopf.com/2020-07-28-osm2pgsql-release.html) how this gives more flexibility when exporting data from OSM to PostgreSQL."
12375,"WN524","OpenStreetMap Foundation","[Guillaume Rischard](https://www.openstreetmap.org/user/Stereo) [announced](https://lists.openstreetmap.org/pipermail/talk/2020-August/085174.html), on talk, the funding of three infrastructure projects: Nominatim, osm2pgsql and Potlatch 2 by the OSMF Board. Technical issues were discussed among others by [Sören Reinecke, Richard Fairhurst](https://lists.openstreetmap.org/pipermail/talk/2020-August/085179.html) and [mmd](https://lists.openstreetmap.org/pipermail/talk/2020-August/085200.html)."
12564,"WN528","OpenStreetMap Foundation","The OSM Foundation is [funding](https://wiki.osmfoundation.org/wiki/Board/Minutes/2020-08#2020.2FRes38_Funding_of_projects_used_in_core_infrastructure_.28Nominatim.2C_osm2pgsql.2C_Potlatch.29) the development of [Nominatim](https://wiki.openstreetmap.org/wiki/Nominatim), [osm2pgsql](https://wiki.openstreetmap.org/wiki/Osm2pgsql), and [Potlatch 2](https://wiki.openstreetmap.org/wiki/Potlatch_2)."
12742,"WN532","Software","Jochen Topf [reported](https://blog.jochentopf.com/2020-09-23-osm2pgsql-has-a-new-website.html) the launch of the new [osm2pgsql.org](https://osm2pgsql.org/) website, the first visible result of the support by the OSMF for osm2pgsql development."
12868,"WN534","OpenStreetMap Foundation","Ilya Zverev [shared](http://shtosm.ru/all/korrupciya-i-osm2pgsql/) ![(ru)](https://blog.openstreetmap.de/wp-uploads/2016/12/ru.svg) > [![en](https://weeklyosm.eu/wp-content/uploads/sites/4/2020/09/en-green.svg)](https://translate.google.com/translate?sl"
13213,"WN542","Programming","Jochen Topf [provided](https://blog.jochentopf.com/2020-12-02-osm2pgsql-work.html) some background on recent work on [osm2pgsql](https://osm2pgsql.org/) (used to import OSM data into a PostgreSQL/PostGIS database), in particular the work paid for by OSMF."
13263,"WN544","Programming","Jochen Topf has [created](https://blog.jochentopf.com/2020-12-21-osm2pgsql-middle-improvements.html) two prototype [implementations](https://github.com/openstreetmap/osm2pgsql/pull/1384) of a replacement for osm2pgsql's 'middle' &ndash; the part of the code that remembers the details of objects that will be required again later in the import or update."
13469,"WN548","Programming","Behind the scenes osm2pgsql is an important piece of software, replicating and manipulating OSM data for map rendering from PostgreSQL databases. Many new features have been added to it recently. The developers have many new ideas and plenty of issues to look at. They are [holding a virtual meetup](https://lists.openstreetmap.org/pipermail/dev/2021-January/031038.html) on Tuesday 2 February at 18:00 UTC. After an introduction to their plans the remainder of the meeting is planned as a Q and A session focused on future priorities. Anybody can join; you don't need to register. We reported [earlier](https://weeklyosm.eu/archives/13803#wn532_23447) about OSMF sponsorship of this project."
13573,"WN550","Programming","In advance of the osm2pgsql virtual meetup held this week, Sven Geggus [made a short list](https://blog.geggus.net/2021/01/my-most-wanted-new-features-for-osm2pgsql/) of their _desiderata_ (things desired)."
13627,"WN551","Did you know that …","... [osm2pgsql](https://osm2pgsql.org/), which converts OSM data for import into PostgreSQL databases?"
14047,"WN561","Programming","Stephan Knauss has found the cause of the memory leak in his rendering pipeline (we [reported](https://weeklyosm.eu/archives/14410#wn558_24659) earlier). The cause is the PostgreSQL JIT feature, which has been active by default since version 12. In osm2pgsql, JIT is already dynamically [disabled](https://github.com/openstreetmap/osm2pgsql/pull/1256). In a GitHub issue, Stephan explains how you can [identify and work around the problem](https://github.com/openstreetmap/mod_tile/issues/181#issuecomment-813253225)."
14686,"WN579","Did you know that …","... that [LearnOSM](https://learnosm.org/en/) is dedicated to helping people learn how to map in OpenStreetMap? The guides start from the basics of what OSM is and how to get mapping, through to advanced topics such as osm2pgsql and manipulating data with Osmosis."
15416,"WN600","Releases","osm2pgsql 1.5.2 [has](https://osm2pgsql.org/news/2022/01/11/release-1.5.2.html) been released."
15453,"WN601","Programming","osm2pgsql release 1.6.0 [has](https://osm2pgsql.org/news/2022/01/24/release-1.6.0.html) been published, which is a bugfix release only."
15578,"WN604","Programming","[osmf](https://github.com/codesoap/osmf) (not the [best name](https://github.com/codesoap/osmf/issues/4)) is a simple command line tool, written in Golang, to [explore](https://github.com/codesoap/osmf#more-examples) OpenStreetMap databases that were [created locally](https://github.com/codesoap/osmf/blob/master/SETUP_DATABASE.md) using `osm2pgsql`."
16063,"WN618","Programming","OpenSnowMap has [moved](https://blog.opensnowmap.org/major-update-but-you-wont-notice/) its API from [Osmosis](https://github.com/openstreetmap/osmosis/) to [Osm2pgsql](https://osm2pgsql.org/), resulting in a major performance improvement in the request response delay."
16353,"WN628","OSM in action","New instructions for setting up a rendering server on Ubuntu 22.04 were [published](https://switch2osm.org/serving-tiles/manually-building-a-tile-server-ubuntu-22-04-lts/)  when that version of Ubuntu was released. In a diary entry, SomeoneElse [explained](https://www.openstreetmap.org/user/SomeoneElse/diary/399648) that setting up replication with `osm2pgsql` or `PyOsmium` and monitoring with `munin` is much easier now, as Ubuntu provides up to date packages for `osm2pgsql` and `osmium`, so that a manual build from source is not needed any more."
16459,"WN631","Programming","Sarah Hoffmann [announced](https://osm2pgsql.org/news/2022/08/15/release-1.7.0.html) the release of 1.7.0 of osm2pgsql, a tool to import OSM data into a PostgreSQL/PostGIS database."
16525,"WN633","OpenStreetMap Foundation","The development team of osm2pgsql, a command line tool for converting OSM data into the PostgreSQL/PostGIS format, [received](https://osm2pgsql.org/news/2022/08/30/new-test-server.html) a test server grant from FOSSGIS e.V., the German local chapter of the OSMF."
16541,"WN634","Programming","Jochen Topf [announced](https://osm2pgsql.org/news/2022/09/06/generalization-project-started.html) the start of a project that will add [cartographic generalisation](https://en.wikipedia.org/wiki/Cartographic_generalization) capabilities to osm2pgsql. The project is funded for six months through a research grant from the Prototype Fund and the German Federal Ministry of Education and Research. There is a GitHub [issue](https://github.com/openstreetmap/osm2pgsql/issues/1663) that goes into details of what is planned."
16587,"WN635","Programming","The osm2pgsql team just [announced](https://osm2pgsql.org/news/2022/09/13/security-audit.html) that the source code of osm2pgsql has gone through a security audit. None of the tests revealed any severe security issues, but users should be aware that they should properly set up a secure system environment. The team have amended the manual further to explain several important security practices."
16620,"WN636","Community","Thunderforest, one of the sponsors behind the osm2pgsql project, [published](https://www.thunderforest.com/blog/osm2pgsql-sponsorship/) an interview with Jochen Topf, one of the lead developers in the osm2pgsql project."
16610,"WN636","Programming","The Prototype Fund, which is funding Jochen Topf's osm2pgsql project (as we [reported](https://weeklyosm.eu/archives/15945#wn634_27334) earlier), is also [funding](https://parkraum.osm-verkehrswende.org/posts/2022-09-01-prototype-fund) :DE-s: >>> [:EN-t:](https://parkraum-osm--verkehrswende-org.translate.goog/posts/2022-09-01-prototype-fund?_x_tr_sl=auto&_x_tr_tl=EN) an OpenStreetMap parking space analysis project. The project aims to provide detailed information on parking in public spaces in the form of interactive maps and prepared data exports. The project group consists of Alex, Lars and Tobias from the OSM Berlin community. In order to support other interested parties to collect parking data, the group is also working to improve the documentation and provide instructions for local mapping campaigns."
16667,"WN638","Releases","osm2pgsql is [featured](https://osm2pgsql.org/news/2022/10/04/book-release.html) in Ryan Lambert's new book _[Mastering PostGIS and OpenStreetMap](https://postgis-osm.com)_. The book explains how to import OpenStreetMap data into a PostgreSQL/PostGIS database (by using osm2pgsql) and how to process the data with PostGIS."
16696,"WN638","Releases","osm2pgsql version 1.7.1 has been [released](https://osm2pgsql.org/news/2022/10/05/release-1.7.1.html)."
16776,"WN640","Releases","Walter Nordmann (Wambacher) has just released new versions of his [Emergency Map](https://wambachers-osm.website/Emergency.html) and  [Healthcare Map](https://wambachers-osm.website/Healthcare.html). They have been changed using osm2pgsql with the Flex format, which has resulted in a considerable performance gain in updating. Menu navigation is available in :DE-s:, :EN-s: and :FR-s:."
16845,"WN642","Community","Jochen Topf [shared](https://blog.jochentopf.com/2022-11-03-generalization-of-osm-data.html) his progress on the osm2pgsql cartographic generalisation project."
16886,"WN643","Did you know that …","... the two articles about osm2pgsql / postgis programming from Jakob Miksch  [How to replicate an OSM database](https://jakobmiksch.eu/post/osm2pgsql-replication-script/) (the easy way) and [How to convert polygons to points](https://jakobmiksch.eu/post/osm2pgsql-point-polygon/) (suggested by [bufferclip](https://www.openstreetmap.org/user/bufferclip/diary/400333)) ?"
16942,"WN645","Programming","Sarah Hoffmann, aka Lonvia, [reported](https://nominatim.org/2022/11/28/towards-flex.html) that she has built experimental support for osm2pgsql's '[flex output](https://osm2pgsql.org/doc/manual.html#the-flex-output)' into the latest version of Nominatim with funding from [Geofabrik](https://www.geofabrik.de/). This will make it possible in the future to run map rendering and geocoding from the same database."
17279,"WN654","Releases","osm2pgsql 1.8.0 has been [released](https://osm2pgsql.org/news/2023/01/28/release-1.8.0.html). Thanks to PostgreSQL 15 osm2pgsql is even [faster](https://osm2pgsql.org/news/2023/01/22/faster-with-postgresql15.html) than before."
17403,"WN658","Programming","Jochen Topf [described](https://blog.jochentopf.com/2023-02-25-tile-expiry-and-generalization.html) how he has extended the tile-expiry feature of osm2pgsql. Tiles containing changed data have always been written to a list in a file, allowing selective rendering of the affected tiles. In order to work with generalised features the approach needed to be enhanced: firstly, by storing the list in a database table, and secondly, by keeping multiple lists allowing features or layers to be expired independently."
17414,"WN658","Programming","Martijn van Exel [wrote](https://mvexel.prose.sh/20230227-keeping-osm-database-uptodate-osm2pgsql) a longish post about how he used osm2pgsql to set up and maintain the database that powers Resto-Bot, the  bot that [toots](https://en.osm.town/@restobot@botsin.space) out the OSM database every day for restaurant features that have not been updated in more than five years."
17456,"WN659","Mapping","[1] Martijn van Exel [tooted](https://en.osm.town/@mvexel/109949676903445878) some choropleth maps of the age of POIs on OpenStreetMap in the US. These used the same database, populated with osm2pgsql, as [RestoBot](https://botsin.space/@restobot) (we [reported](https://weeklyosm.eu/archives/16359#wn658_28220) earlier)."
17500,"WN661","Programming","Jochen Topf [summarised](https://blog.jochentopf.com/2023-03-13-generalization-project-wrapup.html) his six month project to add various generalisation features to osm2pgsql. The work was supported by the Prototype Fund of the German federal government."
17589,"WN663","Did you know that …","... that osm2pgsql is gradually [transitioning](https://github.com/openstreetmap/osm2pgsql/pull/1496) from the use of hstore to json for storing tags?"
18328,"WN686","Programming","osm2pgsql [announced](https://osm2pgsql.org/news/2023/09/11/announcing-themepark.html) the concept of [Themepark](https://osm2pgsql.org/themepark/). It can be used to create a configuration file by reusing existing building blocks."
18919,"WN701","Software","The Roadmap to Nominatim 5 has been published and the [plan](https://nominatim.org/2023/12/19/roadmap-nominatim5.html) is for the next version to be leaner and easier to use. Version 5 will see the transition to a pure Python package, removal of PHP, and the unbundling of osm2pgsql. The roadmap includes gradual changes leading to the first major version of Nominatim 5 in the fourth quarter of 2024. It will become possible to install Nominatim via pip."
19246,"WN708","Releases","Osm2pgsql version 1.11.0 has been [released](https://osm2pgsql.org/news/2024/02/12/release-1.11.0.html)."
19418,"WN713","Programming","Isaac Boates, with [help](https://wiki.openstreetmap.org/wiki/Karlsruhe_Hack_Weekend_February_2024) from the Karlsruhe Hack Weekend February 2024 attendees, has prepared several Docker images for various OSM-related utilities such as [osm2pgsql](https://hub.docker.com/repository/docker/iboates/osm2pgsql/general), [osmium](https://hub.docker.com/repository/docker/iboates/osmium/general), and [osm2pgrouting](https://hub.docker.com/repository/docker/iboates/osm2pgrouting)."
19512,"WN715","Community","April Fools:

- On 1 April Osm2pgsql [went](https://osm2pgsql.org/news/2024/04/01/osm2pgsql-goes-ai.html) AI with a new cool   AI generated logo  . Amanda McCann [reacted](https://en.osm.town/@amapanda/112196570379280387) by saying  'we shouldn't let #AI anywhere near the code section'.
- StreetComplete [showed](https://en.osm.town/@F4FIA@mstdn.io/112195201921834197)  a 🌈 rainbow #EasterEgg to replace the direction logo. Ludovic [realised](https://en.osm.town/@usul@piaille.fr/112195092848534349) a   rainbow nyan cat   follows his edits and gislars felt [followed](https://en.osm.town/@gislars/112196405513409046) by a rainbow trace. 
- TrickFoxy  [proposed](https://www.openstreetmap.org/user/TrickyFoxy/diary/403799) ⚡⚡⚡   OSM API v1.0⁴  . This proposal was stamped and approved by Kamil Monicz. This ignited some serious [discussion](https://www.openstreetmap.org/user/TrickyFoxy/diary/403799#comment56996) regarding future improvements for OSM API."
19964,"WN725","Programming","There's a [discussion](https://github.com/gravitystorm/openstreetmap-carto/issues/4977) on GitHub about whether to switch the 'OSM Carto' raster map style to osm2pgsql's [flex output](https://blog.jochentopf.com/2020-05-10-new-flex-output-in-osm2pgsql.html).  A previous pull request for this is [here](https://github.com/gravitystorm/openstreetmap-carto/pull/4431)."
20336,"WN733","Software","William Edmisten [reviewed](https://wcedmisten.fyi/post/how-to-query-osm/) six open source tools for querying OpenStreetMap data, including overpass turbo for web-based filtering, osm2pgsql combined with PostGIS for geospatial database queries, DuckDB's experimental `ST_ReadOsm()` function for direct file queries, QLever for RDF-based querying with SPARQL, Nominatim for geocoding based on textual input, and Pelias, which uses Elasticsearch for robust geocoding. William discussed the strengths, limitations, and setup procedures of each tool."
20612,"WN740","Releases","osm2pgsql version 2.0.0 has been [released](https://osm2pgsql.org/news/2024/09/19/release-2.0.0.html)."
20662,"WN741","Maps","Jochen Topf has [introduced](https://blog.jochentopf.com/2024-09-30-introducing-osm-xray.html) OSM XRAY, a vector tiles service that [includes](http://test.osm2pgsql.org/) all OSM data, intended to be used primarily for debugging purposes."
20915,"WN747","Software","The VeloPlanner project is an [interactive](https://veloplanner.com/routes) map focusing on European cycle routes and points of interest such as campsites, shelters, and historic sites, using OpenStreetMap data. It's currently a map viewer, but planned updates include a route planner and detailed surface and infrastructure data. The platform uses a robust tech stack including MapLibre, Planetiler, osm2pgsql, and Elixir, hosted on Heroku and processed by a dedicated server."
20948,"WN748","Programming","Greg Smith [explored](https://www.crunchydata.com/blog/loading-the-world-openstreetmap-import-in-under-4-hours) the process of importing the global OpenStreetMap database into PostgreSQL in less than four hours using tweaked settings, advanced hardware, and updates in PostgreSQL and osm2pgsql. Improvements in GIST index building, osm2pgsql's index compression techniques, and state-of-the-art SSDs significantly improved performance, demonstrating how advances in database and hardware technologies are streamlining the handling of massive geospatial data."
21058,"WN750","Releases","The release 2.0.1 of the osm2pgsql [fixed](https://osm2pgsql.org/news/2024/12/02/release-2.0.1.html) the following small issues from the previous version: the scheme parameter of replication, installs the osm2pgsql_find_changed_ways function in the correct schema, and installs the osm2pgsql-gen binary by default."
