"id","blog","category","markdown","sg_id"
700,"WN282","Mapping","The [destination](https://taginfo.openstreetmap.org/keys/destination) key has continued to grow and they has surpassed the [exit_to](https://taginfo.openstreetmap.org/keys/exit_to) tags - at least in the US.",14
750,"WN283","Community","A new [website](http://taginfo.openstreetmap.it) of taginfo for 20 Italian regions has been set up. The data is based on extracts from [taginfo](http://taginfo.openstreetmap.org/) and are updated daily.",14
2596,"WN317","Did you know …","Jochen Topf [blogs](https://blog.jochentopf.com/2016-08-15-taginfo-projects.html) about the latest changes made to the [taginfo](https://taginfo.openstreetmap.org/projects) 'projects' feature, also encouraging users to add their projects to the page.",14
2767,"WN320","Community","On the OSM-Talk mailing list, Matthijs Melissa [proposed](https://www.mail-archive.com/talk@openstreetmap.org/msg56316.html)  to replace the wiki page [Map Features](http://wiki.openstreetmap.org/wiki/Map_Features) with an automatically generated version from Taginfo.",14
2939,"WN323","Did you know …","... the Taginfo report that [indicates](https://taginfo.openstreetmap.org/reports/frequently_used_keys_without_wiki_page) which tags are used a lot but do not have a wiki page to describe them?",14
3341,"WN331","Picture","![Example of wikipage containing the new Taginfo feature](http://www.weeklyosm.eu/wp-content/uploads/2016/11/man_made_331.png) Taginfo extended to show an example rendering in
the taglists on the OSM-wiki [^1^](#wn331_13532) | Screenshot from OSM-Wiki under [CC-BY-SA 2.0](https://creativecommons.org/licenses/by/2.0/de/)",14
3377,"WN331","Mapping","[1] Jochen Topf [extends](https://lists.openstreetmap.org/pipermail/talk/2016-November/077051.html) his Taginfo to display example renderings in the wiki's taglists. Matthijs Melissen [tested](https://lists.openstreetmap.org/pipermail/talk/2016-November/077095.html) this for some pages. If you would like to help Matthijs, please [contact](https://lists.openstreetmap.org/pipermail/talk/2016-November/077107.html) him directly.",14
4534,"WN357","Mapping","On the tagging mailing list, Dave F [wonders](https://lists.openstreetmap.org/pipermail/tagging/2017-May/032401.html)  about the existence of `toilets:wheelchair` and `wheelchair_toilet` in the iD editor. After some discussion, he gets the information that a pre-selection for free texts information comes from [Taginfo](https://taginfo.openstreetmap.org/) and thus can contain typos.",14
4549,"WN357","Software","A new [Taginfo site for Japan](http://taginfo.openstreetmap.jp/) has been setup, joining the other 12 [country specific Taginfo sites](https://wiki.openstreetmap.org/wiki/Taginfo/Sites). The site is operated by [MIERUNE](http://www.mierune.co.jp/).",14
5165,"WN369","Mapping","Marc Zoutendijk [asks](https://forum.openstreetmap.org/viewtopic.php?id=55541) ![(nl)](http://blog.openstreetmap.de/wp-uploads//2016/12/nl.svg) on the forum if over 10,000 different [`building= ` tag keys](http://mijndev.openstreetmap.nl/~marczoutendijk/taginfo-building.html) are really needed.",14
6666,"WN401","Community","User ImreSamu has created [test instances of Taginfo](https://www.openstreetmap.org/user/ImreSamu/diary/43540) and made them available online for testing and feedback.",14
7326,"WN417","Mapping","Leo Gaspard would [like](https://lists.openstreetmap.org/pipermail/tagging/2018-July/037803.html) the `landuse=highway` tag to be used more often as he wants road areas to be tagged along with their surfaces. However, as [noted](https://lists.openstreetmap.org/pipermail/tagging/2018-July/037804.html) during the conversation, the [widely](https://taginfo.openstreetmap.org/search?q=area%3Ahighway) used  `area:highway= ` [includes](https://wiki.openstreetmap.org/wiki/Proposed_features/area:highway) an optional surface tag already.",14
7526,"WN421","Community","All mappers use [taginfo](https://taginfo.openstreetmap.org/) at some time or another. Jochen Topf, the developer, [blogs](https://blog.jochentopf.com/2018-08-09-taginfo-localization.html) that the tool now supports 18 languages, after the addition of Farsi (فارسی / Persian) as the first right-to-left language. If you can help with translations, either by adding a new language or by completing an existing one, please have a look at this [wiki page](https://wiki.openstreetmap.org/wiki/Taginfo/I18N).",14
7536,"WN421","Software","Imre Samu [shows](https://lists.openstreetmap.org/pipermail/taginfo-dev/2018-August/000279.html) a proof of concept for a taginfo extension to enable filtering by area.",14
7681,"WN424","Releases","Simon Poole [announced](https://www.openstreetmap.org/user/SimonPoole/diary/44879) the release of Vespucci 11.1 BETA. The newly implemented features include:
  improved preset handling
  lookup in taginfo now happens manually for the recently introduced ""auto-presets""
  improved copy and paste of tags
  more minor changes.",14
9526,"WN461","Did you know …","... how to tag shops offering vegan, halal, kosher or gluten-free products? The [keys](https://wiki.openstreetmap.org/wiki/Key:diet) `diet:vegan`, `diet:halal`, `diet:kosher`, `diet:gluten_free` and several [more](https://taginfo.openstreetmap.org/search?q=diet%3A) can be added to mark them.",14
9835,"WN468","Did you know …","... how to tag the fuels available at a petrol station? It's recommended to use generic names for different types of fuel instead of local names or brands to keep the data consistent world-wide. The Wiki [documents](https://wiki.openstreetmap.org/wiki/Key:fuel) these values, but in total there are more than [500 different ""fuel: "" tags](https://taginfo.openstreetmap.org/search?q=fuel%3A) in use - most of them undocumented and used only a few times each.",14
10364,"WN480","Software","Guillaume Rischard [reminds](https://github.com/taginfo/taginfo/pull/267) us to use http instead of https for connections to JOSM as https support [will probably be dropped](https://josm.openstreetmap.de/ticket/10033). He points to the World Wide Web Consortium [specifications](https://github.com/w3c/webappsec-mixed-content/commit/349501c) for trusted connections.",14
10523,"WN484","Did you know …","... [Taginfo](https://taginfo.openstreetmap.org/), the site which allows exploration of which keys and tags are in use on OSM. A number of [local versions](https://wiki.openstreetmap.org/wiki/Taginfo/Sites) exist too.",14
10849,"WN491","Did you know …","... that there are more than 1.5 million objects with a [""fixme""](https://taginfo.openstreetmap.org/search?q=fixme) tag? Maybe you can have a look and fix some in your vicinity? You can use [Overpass-Turbo](http://overpass-turbo.eu/s/BIR) to find them.",14
10994,"WN494","Mapping","Christine Karch, of Geofabrik, [tweets](https://twitter.com/HermioneNight/status/1213850596589080576) about a new service developed by the company: [regional instances](https://taginfo.geofabrik.de/europe/germany/baden-wuerttemberg/) of taginfo. The urls follow the same pattern as on Geofabrik's download service.",14
11316,"WN501","Releases","The JOSM team has released stable version 20.02 (release 15915) of their OSM editor. The new version brings access to Maxar's imagery back, add links to Geofabrik's regional/national Taginfo instances, improves JOSM's Autofilters and has [many many more](https://josm.openstreetmap.de/wiki/Changelog#stable-release-20.02) new features and improvements.",14
11567,"WN507","Community","Ça reste ouvert, the map of places open during the COVID-19 lockdown, has collected opening hours in France [for almost 20,000 places](https://taginfo.geofabrik.de/europe/france/keys/opening_hours%3Acovid19) within three weeks.

The French community collaborated with several other communities and has added new countries to the map: Germany, Switzerland and Austria (as ['Bleibt offen'](https://www.bleibtoffen.de/)), as well as Spain and Andorra. Their GitHub repository provides [an issue template](https://github.com/osmontrouge/caresteouvert/issues/new/choose) to request coverage for your country.

The French service provider TransWay has [published](https://apps.apple.com/app/ça-reste-ouvert/id1506199151) a mobile app for iOS. Eric Afenyo is [developing](https://github.com/osmontrouge/caresteouvert_android) one for Android.",14
12360,"WN524","Other Geo Things","Laura Bliss [writes](https://www.bloomberg.com/news/articles/2020-07-29/the-pandemic-era-appeal-of-labyrinths) on _Bloomberg CityLab_ about the pandemic-era appeal of getting lost in a labyrinth, and links to the [world wide labyrinth locator](https://labyrinthlocator.com). On OpenStreetMap, the [`attraction=maze`](https://wiki.openstreetmap.org/wiki/Proposed_features/maze) tag is used [about 800 times](https://taginfo.openstreetmap.org/tags/attraction=maze).",14
12706,"WN531","Did you know …","... [Taginfo](https://taginfo.openstreetmap.org/), the site which allows you to explore the tags and values used in OSM? Several [local versions](https://wiki.openstreetmap.org/wiki/Taginfo/Sites) are available for you to explore at a country level.",14
13023,"WN538","Software","Dongha Hwang (LuxuryCoop) has [created](https://www.openstreetmap.org/user/LuxuryCoop/diary/394737) a [Taginfo](http://taginfo.openstreetmap.pe.kr/) instance for South Korea.",14
13026,"WN538","Did you know …","... Taginfo now [has](https://taginfo.openstreetmap.org/keys/access#chronology) a chronology tab? You can use it to see how often a tag has been used in the past.",14
